SPACE,CATEGORY,PRODUCT_CODE,CARCASS_CODE,SHUTTER_CODE,TYPE,OPENING,SOLID,GLASS,ALU,PLY,SHUTTER_ORIGIN
Wardrobe_Hinged_Door,Wardrobe_Single_Door,WH_SD_60010,WH_60010,WSD_60_20,Single,LHS/RHS,Yes,Yes,Yes,No,1_100
Wardrobe_Hinged_Door,Wardrobe_Double_Door,WH_DD_70010,WH_70010,WSD_70_20,Double,No,Yes,Yes,Yes,No,1_100
Wardrobe_Hinged_Door,Wardrobe_Double_Door,WH_DD_75010,WH_75010,WSD_75_20,Double,No,Yes,Yes,Yes,No,1_100
Wardrobe_Hinged_Door,Wardrobe_Double_Door,WH_DD_80010,WH_80010,WSD_80_20,Double,No,Yes,Yes,Yes,No,1_100
Wardrobe_Hinged_Door,Wardrobe_Double_Door,WH_DD_90010,WH_90010,WSD_90_20,Double,No,Yes,Yes,Yes,No,1_100
Wardrobe_Hinged_Door,Wardrobe_Single_Door,WH_SD_40011,WH_40011,WSD_40_20,Single,LHS/RHS,Yes,Yes,Yes,No,1_100
Wardrobe_Hinged_Door,Wardrobe_Single_Door,WH_SD_45011,WH_45011,WSD_45_20,Single,LHS/RHS,Yes,Yes,Yes,No,1_100
Wardrobe_Hinged_Door,Wardrobe_Single_Door,WH_SD_50011,WH_50011,WSD_50_20,Single,LHS/RHS,Yes,Yes,Yes,No,1_100
Wardrobe_Hinged_Door,Wardrobe_Single_Door,WH_SD_60011,WH_60011,WSD_60_20,Single,LHS/RHS,Yes,Yes,Yes,No,1_100
Wardrobe_Hinged_Door,Wardrobe_Double_Door,WH_DD_70011,WH_70011,WSD_70_20,Double,No,Yes,Yes,Yes,No,1_100
Wardrobe_Hinged_Door,Wardrobe_Double_Door,WH_DD_75011,WH_75011,WSD_75_20,Double,No,Yes,Yes,Yes,No,1_100
Wardrobe_Hinged_Door,Wardrobe_Double_Door,WH_DD_80011,WH_80011,WSD_80_20,Double,No,Yes,Yes,Yes,No,1_100
Wardrobe_Hinged_Door,Wardrobe_Double_Door,WH_DD_90011,WH_90011,WSD_90_20,Double,No,Yes,Yes,Yes,No,1_100
Wardrobe_Sliding_Door,Wardrobe_Sliding_2Door,WS-SLD2-600,WS_2_600,SLD2_600,Double,No,Yes,Yes,Yes,No,0_76
Wardrobe_Sliding_Door,Wardrobe_Sliding_2Door,WS-SLD2-700,WS_2_700,SLD2_700,Double,No,Yes,Yes,Yes,No,0_76
Wardrobe_Sliding_Door,Wardrobe_Sliding_2Door,WS-SLD2-750,WS_2_750,SLD2_750,Double,No,Yes,Yes,Yes,No,0_76
Wardrobe_Sliding_Door,Wardrobe_Sliding_2Door,WS-SLD2-800,WS_2_800,SLD2_800,Double,No,Yes,Yes,Yes,No,0_76
Wardrobe_Sliding_Door,Wardrobe_Sliding_2Door,WS-SLD2-900,WS_2_900,SLD2_900,Double,No,Yes,Yes,Yes,No,0_76
Wardrobe_Sliding_Door,Wardrobe_Sliding_2Door,WS-SLD2-1000,WS_2_1000,SLD2_1000,Double,No,Yes,Yes,Yes,No,0_76
Wardrobe_Sliding_Door,Wardrobe_Sliding_2Door,WS-SLD2-1100,WS_2_1100,SLD2_1100,Double,No,Yes,Yes,Yes,No,0_76
Wardrobe_Sliding_Door,Wardrobe_Sliding_3Door,WS-SLD3-600,WS_3_600,SLD3_600,Triple,No,Yes,Yes,Yes,No,0_76
Wardrobe_Sliding_Door,Wardrobe_Sliding_3Door,WS-SLD3-700,WS_3_700,SLD3_700,Triple,No,Yes,Yes,Yes,No,0_76
Wardrobe_Sliding_Door,Wardrobe_Sliding_3Door,WS-SLD3-750,WS_3_750,SLD3_750,Triple,No,Yes,Yes,Yes,No,0_76
Wardrobe_Sliding_Door,Wardrobe_Sliding_3Door,WS-SLD3-800,WS_3_800,SLD3_800,Triple,No,Yes,Yes,Yes,No,0_76
Wardrobe_Sliding_Door,Wardrobe_Sliding_3Door,WS-SLD3-900,WS_3_900,SLD3_900,Triple,No,Yes,Yes,Yes,No,0_76
Wardrobe_Sliding_Door,Wardrobe_Sliding_3Door,WS-SLD3-1000,WS_3_1000,SLD3_1000,Triple,No,Yes,Yes,Yes,No,0_76
Dresser_Door_Unit,Dresser_Single_Door,DR_SD_400,DR_400,WSD_40_20,Single,LHS/RHS,Yes,No,No,No,1_100
Dresser_Door_Unit,Dresser_Single_Door,DR_SD_450,DR_450,WSD_45_20,Single,LHS/RHS,Yes,No,No,No,1_100
Dresser_Door_Unit,Dresser_Single_Door,DR_SD_500,DR_500,WSD_50_20,Single,LHS/RHS,Yes,No,No,No,1_100
Dresser_Door_Unit,Dresser_Single_Door,DR_SD_550,DR_550,WSD_55_20,Single,LHS/RHS,Yes,No,No,No,1_100
Dresser_Door_Unit,Dresser_Single_Door_2Drawer,DR_S2DW_400,DR_S2DW_400,No,Single/Drawer,LHS/RHS,Yes,No,No,No,1_100
Dresser_Door_Unit,Dresser_Single_Door_2Drawer,DR_S2DW_450,DR_S2DW_450,No,Single/Drawer,LHS/RHS,Yes,No,No,No,1_100
Dresser_Door_Unit,Dresser_Single_Door_2Drawer,DR_S2DW_500,DR_S2DW_500,No,Single/Drawer,LHS/RHS,Yes,No,No,No,1_100
Dresser_Door_Unit,Dresser_Single_Door_2Drawer,DR_S2DW_600,DR_S2DW_600,No,Single/Drawer,LHS/RHS,Yes,No,No,No,1_100
Dresser_Door_Unit,Dresser_Single_Door_1Drawer,DR_S1DW_400,DR_S1DW_400,No,Single/Drawer,LHS/RHS,Yes,No,No,No,1_100
Dresser_Door_Unit,Dresser_Single_Door_1Drawer,DR_S1DW_450,DR_S1DW_450,No,Single/Drawer,LHS/RHS,Yes,No,No,No,1_100
Dresser_Door_Unit,Dresser_Single_Door_1Drawer,DR_S1DW_500,DR_S1DW_500,No,Single/Drawer,LHS/RHS,Yes,No,No,No,1_100
Dresser_Door_Unit,Dresser_Single_Door_1Drawer,DR_S1DW_600,DR_S1DW_600,No,Single/Drawer,LHS/RHS,Yes,No,No,No,1_100
Crockery_Unit_Base_Cabinet,Crockery_Single_GlassDoor,CRB_GSD_400,CRB_400,AF_40_70/PF_40_70,Single,LHS/RHS,No,Yes,Yes,Yes,1_100
Crockery_Unit_Base_Cabinet,Crockery_Single_GlassDoor,CRB_GSD_450,CRB_450,AF_45_70/PF_45_70,Single,LHS/RHS,No,Yes,Yes,Yes,1_100
Crockery_Unit_Base_Cabinet,Crockery_Single_GlassDoor,CRB_GSD_500,CRB_500,AF_50_70/PF_50_70,Single,LHS/RHS,No,Yes,Yes,Yes,1_100
Crockery_Unit_Base_Cabinet,Crockery_Single_GlassDoor,CRB_GSD_550,CRB_550,AF_55_70/PF_60_70,Single,LHS/RHS,No,Yes,Yes,Yes,1_100
Crockery_Unit_Base_Cabinet,Crockery_Double_GlassDoor,CRB_GDD_800,CRB_800,AF_80_70/PF_80_70,Double,No,No,Yes,Yes,Yes,1_100
Crockery_Unit_Base_Cabinet,Crockery_Double_GlassDoor,CRB_GDD_900,CRB_900,AF_90_70/PF_90_70,Double,No,No,Yes,Yes,Yes,1_100
Crockery_Unit_Base_Cabinet,Crockery_Single_Solid_Door,CRB_SSD_400,CRB_400,SD_40_70,Single,LHS/RHS,Yes,No,No,No,1_100
Crockery_Unit_Base_Cabinet,Crockery_Single_Solid_Door,CRB_SSD_450,CRB_450,SD_45_70,Single,LHS/RHS,Yes,No,No,No,1_100
Crockery_Unit_Base_Cabinet,Crockery_Single_Solid_Door,CRB_SSD_500,CRB_500,SD_50_70,Single,LHS/RHS,Yes,No,No,No,1_100
Crockery_Unit_Base_Cabinet,Crockery_Single_Solid_Door,CRB_SSD_550,CRB_550,SD_55_70,Single,LHS/RHS,Yes,No,No,No,1_100
Crockery_Unit_Base_Cabinet,Crockery_Double_Door,CRB_SDD_800,CRB_800,SD_80_70,Double,No,Yes,No,No,No,1_100
Crockery_Unit_Base_Cabinet,Crockery_Double_Door,CRB_SDD_900,CRB_900,SD_90_70,Double,No,Yes,No,No,No,1_100
Crockery_Unit_Base_Cabinet,Crockery_Door_1Drawer,CRB_D1DW_400,CRB_D1DW_400,No,Single/Drawer,LHS/RHS,Yes,No,No,No,1_100
Crockery_Unit_Base_Cabinet,Crockery_Door_1Drawer,CRB_D1DW_450,CRB_D1DW_450,No,Single/Drawer,LHS/RHS,Yes,No,No,No,1_100
Crockery_Unit_Base_Cabinet,Crockery_Door_1Drawer,CRB_D1DW_500,CRB_D1DW_500,No,Single/Drawer,LHS/RHS,Yes,No,No,No,1_100
Crockery_Unit_Base_Cabinet,Crockery_Door_1Drawer,CRB_D1DW_550,CRB_D1DW_550,No,Single/Drawer,LHS/RHS,Yes,No,No,No,1_100
Crockery_Unit_Top_Cabinet,Crockery_Single_Door,CRT_SSD_400,CRT_400,SD_40_70,Single,LHS/RHS,Yes,No,No,No,1_1
Crockery_Unit_Top_Cabinet,Crockery_Single_Door,CRT_SSD_450,CRT_450,SD_45_70,Single,LHS/RHS,Yes,No,No,No,1_1
Crockery_Unit_Top_Cabinet,Crockery_Single_Door,CRT_SSD_500,CRT_500,SD_50_70,Single,LHS/RHS,Yes,No,No,No,1_1
Crockery_Unit_Top_Cabinet,Crockery_Single_Door,CRT_SSD_550,CRT_550,SD_55_70,Single,LHS/RHS,Yes,No,No,No,1_1
Crockery_Unit_Top_Cabinet,Crockery_Double_Door,CRT_SDD_800,CRT_800,SD_80_70,Double,No,Yes,No,No,No,1_1
Crockery_Unit_Top_Cabinet,Crockery_Double_Door,CRT_SDD_900,CRT_900,SD_90_70,Double,No,Yes,No,No,No,1_1
Crockery_Unit_Top_Cabinet,Crockery_Single_Door,CRT_GSD_400,CRT_400,AF_40_70/PF_40_70,Single,LHS/RHS,No,Yes,Yes,Yes,1_1
Crockery_Unit_Top_Cabinet,Crockery_Single_Door,CRT_GSD_450,CRT_450,AF_45_70/PF_45_70,Single,LHS/RHS,No,Yes,Yes,Yes,1_1
Crockery_Unit_Top_Cabinet,Crockery_Single_Door,CRT_GSD_500,CRT_500,AF_50_70/PF_50_70,Single,LHS/RHS,No,Yes,Yes,Yes,1_1
Crockery_Unit_Top_Cabinet,Crockery_Single_Door,CRT_GSD_550,CRT_550,AF_55_70/PF_60_70,Single,LHS/RHS,No,Yes,Yes,Yes,1_1
Crockery_Unit_Top_Cabinet,Crockery_Double_Door,CRT_GDD_800,CRT_800,AF_80_70/PF_80_70,Double,No,No,Yes,Yes,Yes,1_1
Crockery_Unit_Top_Cabinet,Crockery_Double_Door,CRT_GDD_900,CRT_900,AF_90_70/PF_90_70,Double,No,No,Yes,Yes,Yes,1_1
Other_Standards_Wall_Modules,Wall Module_Open LEDGE,OL18_15_30,OL18_15_30,No,LDGE,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall Module_Open LEDGE,OL18_30_30,OL18_30_30,No,LDGE,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall Module_Open LEDGE,OL18_45_30,OL18_45_30,No,LDGE,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall Module_Open LEDGE,OL18_60_30,OL18_60_30,No,LDGE,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall Module_Open LEDGE,OL18_90_30,OL18_90_30,No,LDGE,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall Module_Open LEDGE,OL18_120_30,OL18_120_30,No,LDGE,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall Module_Open LEDGE,OL25_15_30,OL25_15_30,No,LDGE,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall Module_Open LEDGE,OL25_30_30,OL25_30_30,No,LDGE,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall Module_Open LEDGE,OL25_45_30,OL25_45_30,No,LDGE,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall Module_Open LEDGE,OL25_60_30,OL25_60_30,No,LDGE,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall Module_Open LEDGE,OL25_90_30,OL25_90_30,No,LDGE,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall Module_Open LEDGE,OL25_120_30,OL25_120_30,No,LDGE,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_15_36_30,TC_OU_15_36_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_30_36_30,TC_OU_30_36_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_45_36_30,TC_OU_45_36_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_60_36_30,TC_OU_60_36_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_90_36_30,TC_OU_90_36_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_120_36_30,TC_OU_120_36_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_15_48_30,TC_OU_15_48_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_30_48_30,TC_OU_30_48_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_45_48_30,TC_OU_45_48_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_60_48_30,TC_OU_60_48_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_90_48_30,TC_OU_90_48_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_120_48_30,TC_OU_120_48_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_15_72_30,TC_OU_15_72_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_30_72_30,TC_OU_30_72_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_45_72_30,TC_OU_45_72_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Open_Unit,TC_OU_60_72_30,TC_OU_60_72_30,No,Open,No,No,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Singel_Door,TC_SD_45_36_32,TC_45_36_32,SD_40_36,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Singel_Door,TC_SD_30_48_32,TC_30_48_32,SD_30_48,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Singel_Door,TC_SD_45_48_32,TC_45_48_32,SD_45_48,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Singel_Door,TC_SD_30_72_32,TC_30_72_32,SD_30_72,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Singel_Door,TC_SD_30_96_32,TC_30_96_32,SD_30_96,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Singel_Door,TC_SD_45_96_32,TC_45_96_32,SD_45_96,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Singel_Door,TC_SD_60_96_32,TC_60_96_32,SD_60_96,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Double_Door (v) / (H),TC_DD_90_36_32,TC_90_36_32,SD_90_36,Double,No,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Double_Door (v) / (H),TC_DD_90_48_32,TC_90_48_32,SD_90_48,Double,No,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Double_Door (v) / (H),TC_DD_120_48_32,TC_120_48_32,SD_120_48,Double,No,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Double_Door (v) / (H),TC_DD_120_72_32,TC_120_72_32,SD_120_72,Double,No,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Double_Door (v) / (H),TC_DD_90_96_32,TC_90_96_32,SD_90_96,Double,No,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Double_Door (v) / (H),TC_DD_120_96_32,TC_120_96_32,SD_120_96,Double,No,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Square_Door ,TC_SQD_90_96_32,TC_90_96_32,SQ_90_96,Double,No,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Square_Door ,TC_SQD_120_96_32,TC_120_96_32,SQ_120_96,Double,No,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Square_Door ,TC_SQD_90_120_32,TC_90_120_32,SQ_90_120,Double,No,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Square_Door ,TC_SQD_120_120_32,TC_120_120_32,SQ_90_120,Double,No,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Flap_up_Shutter,TC_FU_45_36_32,TC_45_36_32,SD_45_36,Flap up,TOP,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Flap_up_Shutter,TC_FU_60_36_32,TC_60_36_32,SD_60_36,Flap up,TOP,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Flap_up_Shutter,TC_FU_90_36_32,TC_90_36_32,SD_90_36,Flap_up,TOP,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Flap_up_Shutter,TC_FU_120_36_32,TC_120_36_32,SD_120_36,Flap_up,TOP,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Flap_Down_Shutter,TC_FD_45_24_32,TC_45_24_32,SD_45_24,Flap_down,BOT,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Flap_Down_Shutter,TC_FD_60_24_32,TC_60_24_32,SD_60_24,Flap_down,BOT,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Flap_Down_Shutter,TC_FD_90_24_32,TC_90_24_32,SD_90_24,Flap_down,BOT,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Flap_Down_Shutter,TC_FD_120_24_32,TC_120_24_32,SD_120_24,Flap_down,BOT,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Flap_Down_Shutter,TC_FD_45_36_32,TC_45_36_32,SD_45_36,Flap_down,BOT,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Flap_Down_Shutter,TC_FD_60_36_32,TC_60_36_32,SD_60_36,Flap_down,BOT,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Flap_Down_Shutter,TC_FD_90_36_32,TC_90_36_32,SD_90_36,Flap_down,BOT,Yes,No,No,No,0_0
Other_Standards_Wall_Modules,Wall_Module_Flap_Down_Shutter,TC_FD_120_36_32,TC_120_36_32,SD_120_36,Flap_down,BOT,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_15_24_40,BC_OU_15_24_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_15_24_50,BC_OU_15_24_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_24_40,BC_OU_30_24_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_24_50,BC_OU_30_24_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_24_40,BC_OU_45_24_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_24_50,BC_OU_45_24_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_24_40,BC_OU_60_24_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_24_50,BC_OU_60_24_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_90_24_40,BC_OU_90_24_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_90_24_50,BC_OU_90_24_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_120_24_40,BC_OU_120_24_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_120_24_50,BC_OU_120_24_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_15_36_40,BC_OU_15_36_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_15_36_50,BC_OU_15_36_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_36_40,BC_OU_30_36_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_36_50,BC_OU_30_36_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_36_40,BC_OU_45_36_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_36_50,BC_OU_45_36_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_36_40,BC_OU_60_36_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_36_50,BC_OU_60_36_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_90_36_40,BC_OU_90_36_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_90_36_50,BC_OU_90_36_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_120_36_40,BC_OU_120_36_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_120_36_50,BC_OU_120_36_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_15_48_40,BC_OU_15_48_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_15_48_50,BC_OU_15_48_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_48_40,BC_OU_30_48_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_48_50,BC_OU_30_48_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_48_40,BC_OU_45_48_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_48_50,BC_OU_45_48_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_48_40,BC_OU_60_48_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_48_50,BC_OU_60_48_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_72_40,BC_OU_30_72_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_72_50,BC_OU_30_72_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_72_40,BC_OU_45_72_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_72_50,BC_OU_45_72_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_72_40,BC_OU_60_72_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_72_50,BC_OU_60_72_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_96_40,BC_OU_30_96_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_96_50,BC_OU_30_96_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_96_40,BC_OU_45_96_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_96_50,BC_OU_45_96_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_96_40,BC_OU_60_96_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_96_50,BC_OU_60_96_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_120_40,BC_OU_30_120_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_120_50,BC_OU_30_120_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_120_40,BC_OU_45_120_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_120_50,BC_OU_45_120_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_120_40,BC_OU_60_120_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_120_50,BC_OU_60_120_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_144_40,BC_OU_30_144_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_30_144_50,BC_OU_30_144_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_144_40,BC_OU_45_144_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_45_144_50,BC_OU_45_144_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_144_40,BC_OU_60_144_40,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Open_Unit,BC_OU_60_144_50,BC_OU_60_144_50,No,Open,No,No,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_30_36_40,BC_SD_30_36_40,SD_30_36,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_30_36_50,BC_SD_30_36_50,SD_30_36,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_30_48_40,BC_SD_30_48_40,SD_30_48,Single,LHS/RHS,Yes,No,No,No,0_0
Other_Standards_Base_Modules,Base_Module_Single_Door,BC_SD_30_48_50,BC_SD_30_48_50,SD_30_48,Single,LHS/RHS,Yes,No,No,No,0_0
